/teiCorpus/TEI/teiHeader/fileDesc/publicationStmt/p;1059
/teiCorpus/TEI/teiHeader/fileDesc/sourceDesc/listWit/witness/msDesc/additional/adminInfo/note/hi;14
/teiCorpus/TEI/teiHeader/fileDesc/sourceDesc/listWit/witness/msDesc/additional/adminInfo/note/p/hi/hi;7
/teiCorpus/TEI/teiHeader/fileDesc/sourceDesc/listWit/witness/msDesc/additional/adminInfo/note/p/hi/seg;5
/teiCorpus/TEI/teiHeader/fileDesc/sourceDesc/listWit/witness/msDesc/additional/adminInfo/note/p/hi;999
/teiCorpus/TEI/teiHeader/fileDesc/sourceDesc/listWit/witness/msDesc/additional/adminInfo/note/p/title;1
/teiCorpus/TEI/teiHeader/fileDesc/sourceDesc/listWit/witness/msDesc/additional/adminInfo/note/p;1005
/teiCorpus/TEI/teiHeader/fileDesc/sourceDesc/listWit/witness/msDesc/additional/adminInfo/note;160
/teiCorpus/TEI/teiHeader/fileDesc/sourceDesc/listWit/witness/msDesc/additional/adminInfo/recordHist/p/hi;13
/teiCorpus/TEI/teiHeader/fileDesc/sourceDesc/listWit/witness/msDesc/additional/adminInfo/recordHist/p;528
/teiCorpus/TEI/teiHeader/fileDesc/sourceDesc/listWit/witness/msDesc/additional/adminInfo/recordHist/source/note;1
/teiCorpus/TEI/teiHeader/fileDesc/sourceDesc/listWit/witness/msDesc/additional/adminInfo/recordHist/source;370
/teiCorpus/TEI/teiHeader/fileDesc/sourceDesc/listWit/witness/msDesc/additional/listBibl/bibl/bibl;2
/teiCorpus/TEI/teiHeader/fileDesc/sourceDesc/listWit/witness/msDesc/additional/listBibl/bibl/biblScope;13
/teiCorpus/TEI/teiHeader/fileDesc/sourceDesc/listWit/witness/msDesc/additional/listBibl/bibl/hi;2
/teiCorpus/TEI/teiHeader/fileDesc/sourceDesc/listWit/witness/msDesc/additional/listBibl/bibl/note;4
/teiCorpus/TEI/teiHeader/fileDesc/sourceDesc/listWit/witness/msDesc/additional/listBibl/bibl;1428
/teiCorpus/TEI/teiHeader/fileDesc/sourceDesc/listWit/witness/msDesc/additional/surrogates/bibl;514
/teiCorpus/TEI/teiHeader/fileDesc/sourceDesc/listWit/witness/msDesc/additional/surrogates/list/item/idno;1
/teiCorpus/TEI/teiHeader/fileDesc/sourceDesc/listWit/witness/msDesc/additional/surrogates/list/item;213
/teiCorpus/TEI/teiHeader/fileDesc/sourceDesc/listWit/witness/msDesc/additional/surrogates/p;1
/teiCorpus/TEI/teiHeader/fileDesc/sourceDesc/listWit/witness/msDesc/additional/surrogates;2
/teiCorpus/TEI/teiHeader/fileDesc/sourceDesc/listWit/witness/msDesc/history/origin/bibl/biblScope;1
